GameID,Rank,PeakPlayers,AllTimePeak,Date
730,1,1277883,1818773,2024-08-14
2923300,2,502869,917272,2024-08-14
570,3,645651,1295114,2024-08-14
578080,4,661738,3257248,2024-08-14
1172470,5,231114,624473,2024-08-14
218,6,186688,221857,2024-08-14
1203220,7,266452,385770,2024-08-14
2139460,8,138235,231668,2024-08-14
271590,9,162670,364548,2024-08-14
1245620,10,97728,953426,2024-08-14
431960,11,118928,150375,2024-08-14
1938090,12,80540,491670,2024-08-14
1086940,13,88657,875343,2024-08-14
413150,14,106690,236614,2024-08-14
252490,15,117703,245243,2024-08-14
238960,16,110479,229337,2024-08-14
440,17,74584,253997,2024-08-14
251570,18,78902,125419,2024-08-14
2074920,19,67469,264860,2024-08-14
359550,20,60067,201933,2024-08-14
236390,21,85777,121318,2024-08-14
230410,22,53784,189837,2024-08-14
1085660,23,44503,316750,2024-08-14
381210,24,54611,105093,2024-08-14
289070,25,57711,162657,2024-08-14
438100,26,34406,52956,2024-08-14
39210,27,41885,95150,2024-08-14
2357570,28,44248,75608,2024-08-14
553850,29,36364,458709,2024-08-14
2195250,30,60541,107359,2024-08-14
436150,31,40255,47136,2024-08-14
582010,32,55730,334684,2024-08-14
2252570,33,62836,89478,2024-08-14
550,34,29717,162399,2024-08-14
3132990,35,85277,85277,2024-08-14
1281930,36,42547,47602,2024-08-14
105600,37,38293,489886,2024-08-14
394360,38,49375,78108,2024-08-14
1222670,39,38681,96328,2024-08-14
1782210,40,60220,75967,2024-08-14
1623730,41,39079,2101867,2024-08-14
322330,42,47570,115925,2024-08-14
1366800,43,33101,35101,2024-08-14
1174180,44,36425,77655,2024-08-14
1091500,45,30254,1054388,2024-08-14
304930,46,31993,112703,2024-08-14
221100,47,48855,73418,2024-08-14
108600,48,27550,65505,2024-08-14
2977660,49,36403,90669,2024-08-14
346110,50,36537,248405,2024-08-14
489830,51,26924,69906,2024-08-14
294100,52,25304,62257,2024-08-14
1449850,53,27223,262689,2024-08-14
377160,54,26166,472962,2024-08-14
