GameID,GameName,OperationDate,Rating_Summary,Total_Number_of_Rating,Cost,Tag,Category,Datetime
570,Dota 2,"Jul 9, 2013",Very Positive,"| 2,304,298 User Reviews",Free To Play,"['Free to Play', 'MOBA', 'Multiplayer', 'Strategy', 'eSports', 'Team-Based', 'Competitive', 'Action', 'Online Co-Op', 'PvP', 'Difficult', 'Co-op', 'RTS', 'RPG', 'Tower Defense', 'Fantasy', 'Character Customization', 'Replay Value', 'Action RPG', 'Simulation']",tower_defense,2024-08-27 13:56
960090,Bloons TD 6,"Dec 18, 2018",Overwhelmingly Positive,"| 286,475 User Reviews",NT$ 248.00,"['Tower Defense', 'Strategy', 'Multiplayer', 'Singleplayer', 'Online Co-Op', 'Co-op', 'Family Friendly', 'Casual', '3D', 'Cartoony', 'Sandbox', 'Great Soundtrack', 'Difficult', 'Funny', 'Cute', 'Survival', 'Action', 'Indie', '2D', 'Adventure']",tower_defense,2024-08-27 13:56
2459550,Emberward,"Jun 25, 2024",Overwhelmingly Positive,"| 1,147 User Reviews",NT$ 241.00,"['Tower Defense', 'Strategy', 'Roguelite', 'Base Building', 'Deckbuilding', 'RTS', 'Roguelike', 'Singleplayer', 'Tactical', '3D', 'Indie', 'Colorful', 'Cartoony', 'Building', 'Fantasy', 'Magic', 'Resource Management', 'Top-Down', 'Procedural Generation', 'Roguelike Deckbuilder']",tower_defense,2024-08-27 13:56
2849080,Kingdom Rush 5: Alliance TD,"Jul 25, 2024",Very Positive,"| 4,654 User Reviews",NT$ 328.00,"['Strategy', 'Tower Defense', '2D', 'Cartoon', 'Cartoony', 'Dragons', 'Singleplayer', 'Fantasy', 'Building', 'Funny', 'Medieval', 'Indie', 'Action', 'Adventure', 'Comedy', 'Magic', 'Dark']",tower_defense,2024-08-27 13:56
1422440,Cataclismo,"Jul 22, 2024",Very Positive,"| 1,899 User Reviews",NT$ 699.00,"['Base Building', 'Strategy', 'Simulation', 'City Builder', 'Management', 'Sandbox', 'Building', 'Resource Management', 'Grand Strategy', 'Historical', 'Colony Sim', 'Tower Defense', 'Open World', 'Dark Fantasy', 'Singleplayer', 'Moddable', '4X', 'Economy', 'RTS', 'Early Access']",tower_defense,2024-08-27 13:56
1377380,Night of the Dead,"May 31, 2024",Mostly Positive,"| 9,387 User Reviews",NT$ 244.00,"['Open World Survival Craft', 'Zombies', 'Singleplayer', 'Multiplayer', 'Tower Defense', 'Online Co-Op', 'Open World', 'Crafting', 'Sandbox', 'Survival', 'Base Building', 'Hunting', 'RPG', 'Building', 'Simulation', 'PvP', 'Third Person', 'First-Person', 'Survival Horror', 'Realistic']",tower_defense,2024-08-27 13:56
1552140,Suzukuri Dungeon: Karin in the Mountain,"Aug 21, 2024",Mixed,| 49 User Reviews,NT$ 326.00,"['Creature Collector', 'Tower Defense', 'Management', 'Strategy', 'Strategy RPG', 'Dungeon Crawler', 'Cartoon', 'Tactical RPG', 'Casual', 'Turn-Based Strategy', 'Anime', 'Cute', 'Isometric', 'Fantasy', 'Building', 'Capitalism', 'Demons', 'Colorful', 'Magic', '2D']",tower_defense,2024-08-27 13:56
3048530,白荊迴廊,"Jul 30, 2024",Mixed,| 33 User Reviews,Free To Play,"['Adventure', 'Strategy', 'RPG', 'Card Game', 'RTS', 'Tower Defense', 'Strategy RPG', 'Auto Battler', 'Card Battler', 'Real Time Tactics', 'Tactical RPG', '3D', 'Anime', 'Isometric', 'Drama', 'Fantasy', 'Time Travel', 'Atmospheric', 'Magic', 'Story Rich']",tower_defense,2024-08-27 13:56
1367550,Kingdom Rush Vengeance - Tower Defense,"Oct 15, 2020",Very Positive,"| 7,959 User Reviews",NT$ 318.00,"['Tower Defense', 'Strategy', 'Singleplayer', '2D', 'Difficult', 'Medieval', 'Choices Matter', 'Cartoon', 'Adventure', 'Demons', 'Action', 'Action-Adventure', 'Colorful', 'Fantasy', 'Cartoony', 'Dark', 'Family Friendly', 'Tactical RPG', '2D Fighter', 'Trading Card Game']",tower_defense,2024-08-27 13:56
1262240,Plants vs. Zombies: Battle for Neighborville™,"Jun 4, 2020",Mostly Positive,"| 12,593 User Reviews",NT$ 899.00,"['Third-Person Shooter', 'Multiplayer', 'Zombies', 'Hero Shooter', 'Shooter', 'Casual', 'PvE', 'Funny', 'Action', 'Tower Defense', 'PvP', 'Singleplayer', 'Online Co-Op', 'Strategy', 'Tactical', 'Anime', 'Co-op', 'Psychological Horror', 'Family Friendly', 'Horror']",tower_defense,2024-08-27 13:56
780310,The Riftbreaker,"Oct 14, 2021",Very Positive,"| 15,525 User Reviews",NT$ 488.00,"['Base Building', 'Tower Defense', 'Survival', 'Strategy', 'Hack and Slash', 'Crafting', 'Resource Management', 'Sci-fi', 'Building', 'Action RPG', 'Exploration', 'Adventure', 'RPG', 'Isometric', 'Simulation', 'Loot', 'Sandbox', 'Mechs', 'Action', 'Atmospheric']",tower_defense,2024-08-27 13:56
2224640,Artisan TD,"Jul 22, 2024",Very Positive,"| 1,575 User Reviews",NT$ 299.00,"['Tower Defense', 'Strategy', 'Difficult', 'Puzzle', 'Building', 'Tactical', 'Real Time Tactics', 'Fantasy', 'Singleplayer', 'Stylized', 'Top-Down', '3D', 'Management', 'Turn-Based Tactics', 'Indie']",tower_defense,2024-08-27 13:56
3590,Plants vs. Zombies GOTY Edition,"May 5, 2009",Overwhelmingly Positive,"| 119,301 User Reviews",NT$ 148.00,"['Tower Defense', 'Zombies', 'Strategy', 'Singleplayer', 'Casual', 'Classic', 'Comedy', '2D', 'Great Soundtrack', 'Family Friendly', 'Funny', 'Puzzle', 'Addictive', 'Cute', 'Survival', 'Indie', 'Tactical', 'Adventure', 'Touch-Friendly', 'Post-apocalyptic']",tower_defense,2024-08-27 13:56
469600,Legion TD 2 - Multiplayer Tower Defense,"Oct 1, 2021",Very Positive,"| 10,279 User Reviews",NT$ 499.00,"['Tower Defense', 'Multiplayer', 'Auto Battler', 'Strategy', 'PvP', 'Replay Value', 'Competitive', 'PvE', 'Online Co-Op', 'Co-op', 'Base Building', 'Resource Management', 'Fantasy', 'Sci-fi', 'Magic', '3D', 'Mechs', 'Survival', '2D', 'Medieval']",tower_defense,2024-08-27 13:56
1272320,Diplomacy is Not an Option,"Feb 9, 2022",Very Positive,"| 5,100 User Reviews",NT$ 378.00,"['RTS', 'Sandbox', 'City Builder', 'Tower Defense', 'Strategy', 'Base Building', 'Building', 'Singleplayer', 'Survival', 'Action RTS', 'Medieval', 'Adventure', 'Management', 'War', 'Procedural Generation', '3D', 'Difficult', 'Combat', 'Colorful', 'Indie']",tower_defense,2024-08-27 13:56
644930,They Are Billions,"Jun 18, 2019",Very Positive,"| 41,760 User Reviews",NT$ 559.00,"['Base Building', 'Colony Sim', 'Strategy', 'Zombies', 'Survival', 'RTS', 'Tower Defense', 'City Builder', 'Steampunk', 'Building', 'Post-apocalyptic', 'Singleplayer', 'Resource Management', 'Real-Time with Pause', 'Difficult', 'Tactical', 'Management', 'Indie', 'Early Access', 'Isometric']",tower_defense,2024-08-27 13:56
2287970,Dungeon's Legion,"Oct 14, 2023",Very Positive,| 430 User Reviews,NT$ 262.00,"['RPG', 'Adventure', 'Casual', 'Sexual Content', 'Hentai', 'JRPG', 'Singleplayer', 'Nudity', 'Indie', 'Anime', 'NSFW', 'Mature', 'Tower Defense']",tower_defense,2024-08-27 13:56
